name of file,donor,islet,glucose,cell number,cell type,R64 file,npy file
1244_beta,20210716,P2H1,1 mM,beta16,beta,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\beta\beta16_46.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1244_beta.npy
1245_beta,20210716,P2H1,1 mM,beta16,beta,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\beta\beta16_47.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1245_beta.npy
1246_beta,20210716,P2H1,1 mM,beta16,beta,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\beta\beta16_48.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1246_beta.npy
1247_beta,20210716,P2H1,1 mM,beta16,beta,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\beta\beta16_49.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1247_beta.npy
1248_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_1.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1248_alpha.npy
1249_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_2.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1249_alpha.npy
1250_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_3.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1250_alpha.npy
1251_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_4.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1251_alpha.npy
1252_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_5.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1252_alpha.npy
1253_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_6.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1253_alpha.npy
1254_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_7.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1254_alpha.npy
1255_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_8.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1255_alpha.npy
1256_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_9.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1256_alpha.npy
1257_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_10.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1257_alpha.npy
1258_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_11.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1258_alpha.npy
1259_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_12.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1259_alpha.npy
1260_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_13.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1260_alpha.npy
1261_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_14.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1261_alpha.npy
1262_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_15.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1262_alpha.npy
1263_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_16.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1263_alpha.npy
1264_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_17.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1264_alpha.npy
1265_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_18.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1265_alpha.npy
1266_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_19.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1266_alpha.npy
1267_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_20.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1267_alpha.npy
1268_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_21.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1268_alpha.npy
1269_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_22.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1269_alpha.npy
1270_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_23.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1270_alpha.npy
1271_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_24.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1271_alpha.npy
1272_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_25.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1272_alpha.npy
1273_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_26.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1273_alpha.npy
1274_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_27.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1274_alpha.npy
1275_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_28.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1275_alpha.npy
1276_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_29.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1276_alpha.npy
1277_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_30.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1277_alpha.npy
1278_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_31.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1278_alpha.npy
1279_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_32.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1279_alpha.npy
1280_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_33.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1280_alpha.npy
1281_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_34.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1281_alpha.npy
1282_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_35.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1282_alpha.npy
1283_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_36.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1283_alpha.npy
1284_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_37.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1284_alpha.npy
1285_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_38.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1285_alpha.npy
1286_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_39.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1286_alpha.npy
1287_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_40.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1287_alpha.npy
1288_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_41.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1288_alpha.npy
1289_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_42.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1289_alpha.npy
1290_alpha,20210716,P2H1,2 mM,alpha2,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha2_43.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1290_alpha.npy
1291_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_1.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1291_alpha.npy
1292_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_2.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1292_alpha.npy
1293_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_3.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1293_alpha.npy
1294_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_4.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1294_alpha.npy
1295_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_5.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1295_alpha.npy
1296_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_6.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1296_alpha.npy
1297_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_7.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1297_alpha.npy
1298_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_8.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1298_alpha.npy
1299_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_9.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1299_alpha.npy
1300_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_10.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1300_alpha.npy
1301_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_11.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1301_alpha.npy
1302_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_12.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1302_alpha.npy
1303_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_13.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1303_alpha.npy
1304_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_14.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1304_alpha.npy
1305_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_15.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1305_alpha.npy
1306_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_16.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1306_alpha.npy
1307_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_17.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1307_alpha.npy
1308_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_18.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1308_alpha.npy
1309_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_19.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1309_alpha.npy
1310_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_20.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1310_alpha.npy
1311_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_21.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1311_alpha.npy
1312_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_22.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1312_alpha.npy
1313_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_23.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1313_alpha.npy
1314_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_24.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1314_alpha.npy
1315_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_25.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1315_alpha.npy
1316_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_26.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1316_alpha.npy
1317_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_27.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1317_alpha.npy
1318_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_28.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1318_alpha.npy
1319_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_29.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1319_alpha.npy
1320_alpha,20210716,P2H1,1 mM,alpha16,alpha,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\R64 files\20210716\P2H1\alpha\alpha16_30.R64,G:\My Drive\PhD\CAPTUR3D_personal\00 Progetti\CellTypeRecognition_DeepLearning\input\numpy files\1320_alpha.npy
